BillType,BillNumber,CurrentStatus,LDOA,IntroDate,ActualBillNumber,BillParty1,BillParty2,BillParty3,GovernorAction,GovernorDateOfAction,PamphletLaw,ChapterLaw,EffectOnStatutes,EffectiveDate,Codification,FirstPrime,SecondPrime,ThirdPrime,Synopsis,EfDateNote,IdenticalBillNumber,LastSessionFullBillNumber,OldBillNumber,ProposedDate,Abstract,ModDate,FNCertified,billuuid
A  ,259,AHO,2024-01-09,2024-01-09,A259,R,R,,,,,,,,,"Inganamort, Michael ","Fantasia, Dawn ",,Provides procedures for crediting certain dwellings used by agricultural workers in determination of municipality's fair share housing obligation.,,,A2166,A4981,2023-11-20,Farm worker housing-provides credit towards mun. fair share housing obligation,2024-01-29,Y,c8f7d38d-b3ed-4ffe-9399-029ff7b9f49f
A  ,260,AMV,2024-01-09,2024-01-09,A260,R,,,,,,,,,,"Matsikoudis, Michele ",,,Excludes bonuses for reenlistment or voluntary extension of enlistment in armed forces from gross income.,,S872,A120 S3433,A142,2023-11-20,Armed forces-exclude bonuses for reenlistment or vol extension from gross income,2024-10-21,Y,d5fed6d6-9443-4f38-8af9-3512ce328d13
A  ,261,AMV,2024-01-09,2024-01-09,A261,R,,,,,,,,,,"Matsikoudis, Michele ",,,Establishing veterans' affordable housing preference; authorizing bonus fair share credit for veterans' affordable housing.,,S3826,A322,A5112 S3296,2023-11-20,Veterans affordable housing preference-establish; auth. bonus fair share credit,2024-10-21,N,0444d42f-2b93-4e98-aa2e-b224f2a29118
A  ,262,ASL,2024-01-09,2024-01-09,A262,R,R,R,,,,,,,,"Matsikoudis, Michele ","Guardian, Donald A.","Azzariti Jr., John V.",Allows gross income tax credit for volunteer firefighters.,,S3315  ,A2205 S2438,,2023-11-20,"Firefighters, volunteer-allows gross income tax credit",2024-05-21,Y,f02ffce5-7772-49a3-9a13-77a68b5e9e67
A  ,263,AHI,2024-01-09,2024-01-09,A263,R,D,,,,,,,,,"Matsikoudis, Michele ","Miller, Cody D.",,Provides that former law enforcement officers who retired due to disability are eligible to receive tuition assistance to attend public institution of higher education or proprietary institution licensed to confer academic degrees.,,S925,A2291 S1688,A2233 S3058,2023-11-20,Law enforcement officer retired due to disability-tuition assistance eligible,2024-04-04,Y,ac7cea96-3014-4720-a36d-23db1b44ddd7
A  ,264,ATR,2024-01-09,2024-01-09,A264,R,R,,,,,,,,,"Matsikoudis, Michele ","Sauickie, Alex ",,Eliminates registration fee for wheelchair trailers.,,,A2295,A5398,2023-11-20,Wheelchair trailers-eliminates registration fee,2023-11-20,N,99c2a11e-5026-4f2d-b3fa-6c27e4d3f700
A  ,265,AHU,2024-01-09,2024-01-09,A265,R,R,,,,,,,,,"Matsikoudis, Michele ","Sauickie, Alex ",,Revises requirements for signage indicating accessible facilities for people with disabilities.,,S822,A2302 S1765,A3227 S3511 w/c,2023-11-20,"Accessibility signage-revises requirement, indicate for people with disabilities",2024-01-31,Y,74ab1d8c-9550-4787-8a71-a03a0842083b
A  ,266,AJU,2024-01-09,2024-01-09,A266,R,,,,,,,,,,"Matsikoudis, Michele ",,,Prohibits award of custody or visitation rights to persons convicted of certain sex crimes against minors.,,,A2321,A3773,2023-11-20,"Custody or visitation rights-proh. awarding, person convicted of minor sex crime",2024-01-18,N,098ebd93-cb67-4e79-b6ca-01adfdff6c12
A  ,267,AHU,2024-01-09,2024-01-09,A267,R,,,,,,,,,,"Matsikoudis, Michele ",,,Requires nursing homes to permit use of electronic monitoring devices at request of resident.,,,A2335 S710,A2183 S556,2024-01-05,Nursing home-permit use of electronic monitoring devices at resident's request,2024-01-05,N,e5beab57-4b00-4949-91a9-7c2b305433aa
A  ,268,ACW,2024-01-09,2024-01-09,A268,R,,,,,,,,,,"Matsikoudis, Michele ",,,Requires applicants for commercial driver license to complete training course on handling and responding to suspected human trafficking.,,,A2357 S2538,A2182,2023-11-20,Human trafficking-commercial driver license applicants complete training course,2025-03-04,Y,90ede4ed-6879-46ac-9ec3-c0c3e5d21332
A  ,269,APS,2024-01-09,2024-01-09,A269,R,,,,,,,,,,"Matsikoudis, Michele ",,,Prohibits student who commits certain sexual offenses from attending same school building or using same school bus as victim of offense.,,,A2616,A2243,2024-01-05,"Student, commits sexual offense-prohibits student from attending same school/bus",2024-01-05,N,05fedfd8-d79a-4e7b-980e-dff79ee6a0eb
A  ,270,AED,2024-01-09,2024-01-09,A270,R,,,,,,,,,,"Matsikoudis, Michele ",,,Establishes pilot program in DOE to provide assistive technology to elementary and middle school students with dyslexia and related conditions.,,S2731  ,A2617 S2062,A2231 w/c S1360 w/c,2023-11-20,"Dyslexia-DOE establish pilot program, provide assistive technology to students",2024-02-22,Y,ae7e16cf-fea0-4c9f-9ef1-4374eb05da19
A  ,271,AJU,2024-01-09,2024-01-09,A271,R,R,,,,,,,,,"Matsikoudis, Michele ","Flynn, Victoria A.",,Permits victims and witnesses of human trafficking to testify in criminal proceedings via closed circuit television; permits judge to make motion to seek closed circuit testimony.,,S1987,A2634 S1140,A3765 S4173,2024-01-05,Victims and witnesses testify-permits via close circuit television,2024-02-27,N,d046365b-ee1a-4008-86b5-56770087dd4d
A  ,272,AJU,2024-01-09,2024-01-09,A272,R,,,,,,,,,,"Matsikoudis, Michele ",,,Eliminates statute of limitations for prosecution of human trafficking crimes.,,S1988,A2636 S1141,S4174,2024-01-05,Human trafficking crime-eliminates statute of limitations for prosecution,2025-01-14,Y,4383e450-9f5d-4cf0-8b0c-933cc03a4885
A  ,273,AST,2024-01-09,2024-01-09,A273,R,,,,,,,,,,"Matsikoudis, Michele ",,,Provides STEM graduate retention tax credit for certain employers who pay certain employees' education loan debt.,,,A2698,A4097,2023-11-20,STEM graduate retention tax credit-employers pay cert. employees' ed. loan debt,2024-02-01,Y,a06f3daf-08a8-4afb-b051-2398382bb102
A  ,274,ATR,2024-01-09,2024-01-09,A274,R,,,,,,,,,,"Matsikoudis, Michele ",,,Requires NJT to equip trains with defibrillators.,,S883,A2845 S3808,S621 A2561,2023-11-20,Defibrillators-NJT required to equip trains,2024-09-12,Y,fd576e0a-875f-4f2a-b714-0f334e40fba8
A  ,275,ATR,2024-01-09,2024-01-09,A275,R,D,R,,,,,,,,"Matsikoudis, Michele ","Sampson, William B.","Inganamort, Michael ","Allows individuals that have undergone certain background checks, including individuals with certain commercial driver license endorsements, to renew license online or by mail.",,S2638  ,A3082 S663,S3981 A6107,2023-11-20,"Driver license renewal-allow by online/mail, undergone certain background checks",2024-09-12,N,ba39674f-9141-45c7-9452-8c0e83a09bd2
A  ,276,AED,2024-01-09,2024-01-09,A276,R,D,D,,,,,,,,"Matsikoudis, Michele ","Miller, Cody D.","Hall, Garnet R.","Establishes ""Student Mental Health Task Force.""",,S2549,A3331 S2299,A4436 (2R) S2718 S555 SCS,2023-11-20,Student Mental Health Task Force-establishes,2024-09-12,N,26d30943-4d58-42fa-ad58-045fa989dc39
A  ,277,ASL,2024-01-09,2024-01-09,A277,R,,,,,,,,,,"Matsikoudis, Michele ",,,Requires new voting machines purchased or leased for use in elections in this State to produce voter-verifiable paper record of each vote cast.,,S2411,A3338 S1558,,2023-11-20,"Voting machines, new-req. to produce voter-verifiable paper record of each vote",2024-01-29,Y,aef05159-192f-4cb8-8962-8d2363c61d57
A  ,278,AED,2024-01-09,2024-01-09,A278,R,,,,,,,,,,"Matsikoudis, Michele ",,,Establishes grant program for school districts to develop in-district and collaborative special education programs and services to reduce need to place classified students out-of-district.,,,A3384,A1496,2023-11-20,"Special ed.-estab. grant program, sch. dist develop in-dist & collaborative prog",2024-02-22,Y,df5c93b8-43b5-472c-bdf5-a31bd1adb230
A  ,279,AJU,2024-01-09,2024-01-09,A279,R,,,,,,,,,,"Matsikoudis, Michele ",,,Requires sex offenders to report Internet identifiers and name changes.,,,A3456,A3733,2023-11-20,Sex offenders-required to report internet identifiers and name changes,2023-11-20,N,1c6a7e2e-982b-4a73-baee-dbc1e6c092a3
A  ,280,APS,2024-01-09,2024-01-09,A280,R,,,,,,,,,,"Matsikoudis, Michele ",,,"Prohibits sex offenders from residing within 1,000 feet of victim's home or workplace.",,,A3457,A3716,2023-11-20,"Sex offender-prohibits residing w/in 1,000 feet of victim's home or workplace",2024-01-29,Y,9ea09d4f-cb8e-4d60-9017-abd86a19cd75
A  ,281,ATR,2024-01-09,2024-01-09,A281,R,R,,,,,,,,,"Matsikoudis, Michele ","Sauickie, Alex ",,Exempts parking spaces reserved for persons with a disability from meters or fees.,,,A3491,A3442,2023-11-20,Handicapped spots-exempt fees,2024-01-29,Y,f58aed9e-a829-4009-be65-52e1ae33185d
A  ,282,ALA,2024-01-09,2024-01-09,A282,R,,,,,,,,,,"Matsikoudis, Michele ",,,Establishes construction workforce recruitment and training program in DOLWD.,,,A3639,A4061,2023-11-20,Construction workforce recruitment and training program in DOLWD-establish,2023-11-20,N,49c095a1-3a61-4674-9f90-4c0e1078bb96
A  ,283,ACE,2024-01-09,2024-01-09,A283,R,,,,,,,,,,"Matsikoudis, Michele ",,,Provides a gross income tax deduction for veterinarian expenses.,,S615,A3705 S2138,,2024-01-05,Veterinarian expenses-provides income tax deduction for,2024-01-30,Y,82984a95-7415-461d-bc16-ff97b81f8a7a
A  ,284,AHU,2024-01-09,2024-01-09,A284,R,,,,,,,,,,"Matsikoudis, Michele ",,,Establishes position of Statewide Opioid Antidote Coordinator.,,,A3749 S2301,,2023-11-20,"Opioid Antidote Coordinator, Statewide-establishes position",2024-01-30,Y,a8ab00c6-099f-4510-9ce8-8893c4f9246e
A  ,285,AAP,2024-09-19,2024-01-09,A285,R,D,,,,,,,,,"Matsikoudis, Michele ","Speight, Shanique ",,"Creates permanent commission to study various statutory definitions of veteran, disabled veteran, and service-disabled veteran.",,S417,A3873 S2227,S3894,2023-11-20,Veteran-creates permanent commission to study various statutory definitions,2024-10-21,N,da9df85e-7e26-4cc7-95b2-3a902339d142
A  ,286,AMV,2024-01-09,2024-01-09,A286,R,,,,,,,,,,"Matsikoudis, Michele ",,,Requires DMVA assist discharged service members who have diagnosed service-connected mental health condition with petitions to change discharge designation.,,S938,A3879 S2383,,2023-11-20,"Service memb, cert-req DMVA assist with petition to change discharge designation",2024-01-29,N,e56ed384-fd68-40cf-9ef2-c7369d0cfe4a
A  ,287,ACW,2024-01-09,2024-01-09,A287,R,,,,,,,,,,"Matsikoudis, Michele ",,,Prohibits adoption of any State rule or regulation mandating electric heating or water heating systems in buildings prior to issuance of DCA report.,,S2014,A3935 S2671,,2024-01-05,Electric heating & water heating sys.-proh St rule mandating prior to DCA report,2024-09-12,N,e13d0370-ecff-4ade-b1b5-5d327e2824d7
A  ,288,ACO,2024-01-09,2024-01-09,A288,R,R,,,,,,,,,"Matsikoudis, Michele ","Barranco, Christian E.",,Establishes independent State Office of Consumer.,,S579,A3973 S2430,,2023-11-20,"State Office of Consumer, independent-establishes",2024-01-31,Y,4b6175fe-7fed-42c0-af80-a8469d097652
A  ,289,AED,2024-01-09,2024-01-09,A289,R,D,,,,,,,,,"Matsikoudis, Michele ","Venezia, Michael ",,"""The Smarter Lunchroom Act;"" promotes healthy food choices in school cafeterias.",,S1244,A3988 S1904,A2903 S1584,2023-11-20,Smarter Lunchroom Act-promotes healthy food choices in school cafeterias,2024-02-22,N,f0ac0856-ff24-4fae-9012-e249923f041a
A  ,290,ATR,2024-01-09,2024-01-09,A290,R,D,,,,,,,,,"Matsikoudis, Michele ","Sampson, William B.",,Allows holder of disabled veteran or Purple Heart license plate or placard to park in parking spots for persons with disability.,,S2815,A4138 S2749,,2023-11-20,Parking in disab. persons spots-allow holder of disab vet/Purple Heart lic plate,2024-05-10,N,da258208-c63c-4649-a082-86b345861271
A  ,291,ACE,2024-01-09,2024-01-09,A291,R,,,,,,,,,,"Matsikoudis, Michele ",,,Includes animal cruelty against victim's animal within definition of domestic violence and other types of abuse; establishes immunity for reporting animal cruelty; mandates reporting of animal cruelty in certain circumstances.,,,A4229 S1789,S3168 A4880,2024-01-05,Animal cruelty against victim's animal-include in definition of domestic viol.,2024-01-30,Y,ad611019-480c-4667-9953-a705160b334c
A  ,292,ARP,2024-01-09,2024-01-09,A292,R,,,,,,,,,,"Matsikoudis, Michele ",,,Requires professional boards to issue licenses under certain circumstances to veterans with credentials in good standing from another jurisdiction.,,S169,A4390 S2882,,2023-11-20,"Veterans professional licenses-req boards issue, credentials in good standing",2024-01-31,Y,8ea3d826-365d-4170-84e3-e85db56633bb
A  ,293,ACE,2024-01-09,2024-01-09,A293,R,,,,,,,,,,"Matsikoudis, Michele ",,,Suspends fines for certain first-time paperwork violations committed by small businesses.,,S866,A4409 S2960,A2226,2023-11-20,"Small business, first-time paperwork violations-suspends fines",2024-02-22,N,573f16db-7f25-4464-9234-bcd5c4bd5e83
A  ,294,AHU,2024-01-09,2024-01-09,A294,R,D,D,,,,,,,,"Matsikoudis, Michele ","Speight, Shanique ","Venezia, Michael ","Establishes ""Commission on People with Disabilities.""",,S904,A4479 S69,S3367 A5250,2023-11-20,Commission on People with Disabilities-establishes,2024-09-12,N,4a02e733-112e-4c33-8eeb-ee5854488134
A  ,295,AHU,2024-01-09,2024-01-09,A295,R,D,,,,,,,,,"Matsikoudis, Michele ","Sampson, William B.",,Allows certain persons with developmental disabilities 21 years of age and older to attend special education programs and to simultaneously participate in adult day and employment programs.,,S653,A4535 S815,S3298,2023-11-20,"Devel disab persons, 21 yr & older-allow to attend spec ed, adult day & emp prog",2025-03-03,N,d7e65972-531a-491e-a478-70d1727c8eec
A  ,296,ACF,2024-01-09,2024-01-09,A296,R,,,,,,,,,,"Matsikoudis, Michele ",,,"Requires mental health evaluation for all animal cruelty offenders; designated as ""Shyanne's Law.""",,,A4540 S1153,S2179,2023-11-20,Shyanne's Law-mental health evaluation required for all animal cruelty offenders,2024-01-29,N,3be687ca-b0c2-412f-979f-6eef7be4cb26
A  ,297,AHU,2024-01-09,2024-01-09,A297,R,,,,,,,,,,"Matsikoudis, Michele ",,,Increases fines for failing to report suspected abuse or exploitation of institutionalized elderly person.,,S448,A4543 S119,S1989 A2719,2024-01-05,"Elderly person, institutionalized-increased fines for abuse or exploitation",2024-01-18,N,72e6ddc4-0f1b-47bd-acfc-2eb93a4ce39c
A  ,298,AED,2024-01-09,2024-01-09,A298,R,,,,,,,,,,"Matsikoudis, Michele ",,,Requires DOE to collect and publish data on use of restraints and seclusion on students with disabilities.,,S3068,A4574,,2023-11-20,Students with disab.-req DOE collect & public data on restraint use & seclusion,2023-11-20,N,0fdfb66d-1871-401d-b2bf-40bcc5eb82b6
A  ,299,ACE,2024-01-09,2024-01-09,A299,R,,,,,,,,,,"Matsikoudis, Michele ",,,Allows credit against gross income tax for certain eligible taxpayers pursuing education and employment in State.,,S554,A4607 S880,A2881,2023-11-20,Education and employment-credit against income tax for pursuing in State,2024-01-30,Y,cc42c906-97e5-4f04-b1aa-3a75aaa6f50c
A  ,300,AHE,2024-01-09,2024-01-09,A300,R,D,R,,,,,,,,"Matsikoudis, Michele ","Donlon, Margie ","Barlas, Al ","Authorizes hospital patient with developmental disabilities to have designated family member, guardian, direct support professional, or other caregiver accompany patient throughout hospital stay.",,S915,A4608 S956,S2761 A4456,2023-11-20,Hospital patient w/devel. disability-auth designated caregiver accompany patient,2024-04-04,N,940fa1e7-9918-425a-9453-79eec9e609c2
A  ,301,ASL,2024-01-09,2024-01-09,A301,R,R,,,,,,,,,"Matsikoudis, Michele ","Barlas, Al ",,"Deactivates certain committees, councils, panels, and task forces of advisory or temporary nature if entity does not meet or have quorum at least once every year.",,S895,A4609 S59,S1367 (2R),2023-11-20,"Auth, bd, comm, council-deactivate if entity has not met at least once every yr",2024-02-08,N,affe761a-57a2-4bc9-b0cb-b8fc5f66613b
A  ,302,APS,2024-01-09,2024-01-09,A302,R,R,R,,,,,,,,"Matsikoudis, Michele ","Flynn, Victoria A.","Webber, Jay ",Makes desecration of military monument crime of the third degree.,,,A4610 S1201 w/c,A1999,2023-11-20,Military monument desecration-crime of third degree,2025-06-12,Y,b4271425-f0b6-4ebd-9a49-0fa64c0bed27
A  ,303,ATR,2024-01-09,2024-01-09,A303,R,R,,,,,,,,,"Matsikoudis, Michele ","Flynn, Victoria A.",,Authorizes Commissioner of Transportation to allow painting of blue line between double yellow centerline marking on public roads.,,S560,A4611 S922,A2011,2023-11-20,Blue painted between yellow lines-authorize Commissioner of Transportation allow,2024-01-18,N,2e4b803d-bfa2-4194-82b7-ef49d53817fe
A  ,304,AJU,2024-01-09,2024-01-09,A304,R,,,,,,,,,,"Matsikoudis, Michele ",,,Grants immunity from civil liability to persons reporting information concerning crimes related to terrorism.,,S572,A4612 S1468,A2741,2024-01-05,Terrorism-immunity from civil liab to persons reporting info concerning crimes,2024-01-18,N,24e725aa-e7ca-4b3e-872d-67974ea04cb3
A  ,305,AHU,2024-01-09,2024-01-09,A305,R,,,,,,,,,,"Matsikoudis, Michele ",,,Expands membership and responsibilities of State Council of Developmental Disabilities.,,,A4847,,2023-11-20,State Council of Developmental Disabilities-expand membership & responsibilities,2024-01-30,Y,06a4ef16-3470-42b2-88d6-c706a6574f89
A  ,306,AHO,2024-01-09,2024-01-09,A306,R,,,,,,,,,,"Matsikoudis, Michele ",,,Establishes process to exempt municipality from certain fair share affordable housing obligations based on flood risk.,,S3312,A4848,,2023-11-20,Affordable housing obligations based on flood risk-concerns exemptions,2024-05-06,Y,84762317-1b01-442d-b518-3a8dd10b8387
A  ,307,ACE,2024-01-09,2024-01-09,A307,R,,,,,,,,,,"Matsikoudis, Michele ",,,Requires State Treasurer to issue report concerning New York's taxation of New Jersey residents' income.,,,A4849 S658,S3064 (1R) A4897,2023-11-20,New York taxation of NJ residents' income-req St Treasurer issue report,2024-01-29,N,8c99cf2f-b8df-4a11-985d-313ea65f6b51
A  ,308,AHE,2024-01-09,2024-01-09,A308,R,,,,,,,,,,"Matsikoudis, Michele ",,,Expands definition of basic life support to include blood glucose monitoring.,,,A4875,,2023-11-20,Basis life support services-expand definition include blood glucose monitoring,2023-11-20,N,9d257087-c8b3-4791-a130-82aea75ee11b
A  ,309,ASL,2024-01-09,2024-01-09,A309,R,R,,,,,,,,,"Matsikoudis, Michele ","Clifton, Robert D.",,"Designates, as State and public holiday, September 11 as Patriot Day.",,,A4904,,2023-11-20,Patriot Day-designates September 11 as State & public holiday,2024-09-26,Y,dad7b5f0-2715-417a-90ae-bb5c97a7013d
A  ,310,ACE,2024-01-09,2024-01-09,A310,R,,,,,,,,,,"Matsikoudis, Michele ",,,Allows certain employees of DCPP to report animal abuse to humane law enforcement officer.,,,A4936,,2024-01-05,Animal abuse-allows cert. employees of DCPP report to humane law enforce officer,2025-05-05,N,7394bf51-d251-45b0-8c07-feca20f85c05
A  ,311,AED,2024-01-09,2024-01-09,A311,R,R,,,,,,,,,"Matsikoudis, Michele ","Flynn, Victoria A.",,Permits school bus driver to administer epinephrine to student in emergency under certain circumstances.,,S315,A4937 S133 (1R),S223,2023-11-20,School bus driver-permitted to administer epinephrine to student in emergency,2025-02-10,N,e542b325-7f52-424e-b795-03f177c86b87
A  ,312,AJU,2024-01-09,2024-01-09,A312,R,,,,,,,,,,"Matsikoudis, Michele ",,,Criminalizies interference with monitoring devices on school buses.,,,A4966,,2023-11-20,"Monitoring devices, school buses-establish crime with interference of",2025-06-12,Y,81df863a-f70c-4a66-9114-7f0e72f13c09
A  ,313,AJU,2024-01-09,2024-01-09,A313,R,,,,,,,,,,"Matsikoudis, Michele ",,,Creates new excuse from jury service; directs AOC to create and maintain list of persons excused from jury duty due to developmental disability.,,,A4989,,2023-11-20,"Jury service-creates new excuse, persons due to developmental disability",2024-02-27,N,339568f5-dd03-4a5a-b822-65c01d89a853
A  ,314,ATR,2024-01-09,2024-01-09,A314,R,,,,,,,,,,"Matsikoudis, Michele ",,,"Requires DOT, NJT, and DHS to study and implement transportation mobility and accessibility improvements for persons with physical disabilities.",,S965,A4990 S3364,,2023-11-20,"Transportation mobility, person w/physical disab-req DOT/NJT/DHS study/implement",2024-01-31,Y,142a3d66-5a01-47fb-a5b1-a69e1966187d
A  ,315,AHE,2024-01-09,2024-01-09,A315,R,,,,,,,,,,"Matsikoudis, Michele ",,,Requires Governor hold public hearings during declarations under Emergency Health Powers Act.,,S537,A5043 S209,A5543,2023-11-20,Public hearings during declarations-req. Gov. hold under Emerg Health Powers Act,2024-01-18,N,5d51e9de-8a1a-4477-a40b-7bf1778d0f9c
A  ,316,AED,2024-01-09,2024-01-09,A316,R,,,,,,,,,,"Matsikoudis, Michele ",,,"Establishes standards for annual height, weight, and blood pressure screening of public school students.",,,A5045,,2023-11-20,Public school student screening-estab standard for height/weight/blood pressure,2023-11-20,N,c9c436d3-a9e2-4166-9977-8e0fea7de1dc
A  ,317,ASL,2024-01-09,2024-01-09,A317,R,,,,,,,,,,"Matsikoudis, Michele ",,,Requires Governor and legislative leaders to meet together quarterly.,,S529,A5046 S201,A2010,2023-11-20,Governor and legislative leaders-meet quarterly,2024-01-18,N,bf4fe406-cbbc-4976-9873-37cf2d49a5ca
A  ,318,AJU,2024-01-09,2024-01-09,A318,R,,,,,,,,,,"Matsikoudis, Michele ",,,Establishes minimum level of domestic violence and sexual assault training for judges and judicial personnel.,,S891,A5061 S54,S186,2023-11-20,Domestic violence & sexual assault-estab minimum level of training for judges,2024-01-30,Y,c7c0b157-a4e8-4a29-8329-ee9807a28c88
A  ,319,ACE,2024-01-09,2024-01-09,A319,R,,,,,,,,,,"Matsikoudis, Michele ",,,"Requires Director of Division of Taxation to conduct study on impact of State business income taxation on business out-migration, formation, and employment for previous and upcoming tax years.",,S730,A5077 S3679,,2023-11-20,Business income taxation-conduct study on impact of for previous & upcoming yrs,2024-02-01,N,db6fca66-a88e-4731-a09d-616f53021943
A  ,320,AMV,2024-01-09,2024-01-09,A320,R,D,R,,,,,,,,"Matsikoudis, Michele ","Ramirez, Jessica ","Sauickie, Alex ",Expands NJT Access Link paratransit service area to include certain veterans health care facilities; appropriates $1 million.,,S3216  ,A5107,,2023-11-20,Paratransit services-expands NJT Access link to include vet. health care fac;$1M,2024-10-21,Y,cf39b8b7-a9a0-4b59-9f67-517c2865f7c2
A  ,321,AHE,2024-01-09,2024-01-09,A321,R,,,,,,,,,,"Matsikoudis, Michele ",,,Streamlines emergency medical technician certification process for certain veterans.,,S969,A5185 S3500,,2023-11-20,Emergency medical technician-streamline certification process for cert veterans,2024-01-29,N,c85ae603-720a-48f7-a497-f0192a502531
A  ,322,ACE,2024-01-09,2024-01-09,A322,R,,,,,,,,,,"Matsikoudis, Michele ",,,Allows corporation business tax credit for subcontracting work to NJ small businesses.,,S799,A5309 S684,S2982 A4634,2023-11-20,CBT credit-allows for subcontracting work to NJ small businesses,2024-02-22,Y,b702cc0b-bd0f-4ae6-96dd-95efb8b3c484
A  ,323,ATR,2024-01-09,2024-01-09,A323,R,,,,,,,,,,"Matsikoudis, Michele ",,,Requires MVC to accept certain documents as proof of name change for driver's license.,,S828,A5314 S1774,S3121,2023-11-20,Name change for driver's lic-require MVC accept certain documents as proof,2024-01-18,N,d2384e89-8bf7-47db-ad03-199f6c8a8340
A  ,324,AHI,2024-01-09,2024-01-09,A324,R,,,,,,,,,,"Matsikoudis, Michele ",,,Improves management and administration of New Jersey Better Education Savings Trust program; establishes grants and additional tax incentives for New Jersey Better Education Savings and Trust account contributions; creates New Jersey Better Education Savings and Trust Advisory Council.,,S2925,A5315 S1735,,2023-11-20,Better Education Savings Trust prog-improves management & administration,2024-01-31,Y,f0aec14d-1cc7-49c6-bde7-ae2dbbd92ffd
A  ,325,AJU,2024-01-09,2024-01-09,A325,R,,,,,,,,,,"Matsikoudis, Michele ",,,"Eliminates provision in bias intimidation statute concerning victim's perception of defendant's purpose; replaces provision with language concerning a ""reasonable"" victim.",,S550,A5479 S842,A2745,2023-11-20,"Bias intimidation-elim provision, victims perception of defendants purpose",2024-01-18,N,b3293ef0-d858-47cc-a85a-3d9fcfe400b3
A  ,326,ATR,2024-01-09,2024-01-09,A326,R,,,,,,,,,,"Matsikoudis, Michele ",,,Requires NJTA and SJTA to automatically offer toll discounts to senior citizens.,,S2474  ,A5490,,2023-11-20,Toll discounts to senior citizens-requires NJTA and SJTA to automatically offer,2025-04-10,Y,2bfd531f-82c9-4681-b3b9-e0e72e108185
A  ,327,AOF,2024-01-09,2024-01-09,A327,R,,,,,,,,,,"Matsikoudis, Michele ",,,Establishes registry allowing persons to voluntarily include their names on list of individuals prohibited from owning firearm.,,S590,A5503 S3811,A1575,2023-11-20,Firearm registry-allow people prohibited from owning a firearm include name,2024-01-31,Y,717123f2-bf06-457b-8036-e9a4c528c200
A  ,328,ASL,2024-01-09,2024-01-09,A328,R,,,,,,,,,,"Matsikoudis, Michele ",,,Requires all elected or appointed local government officers to receive ethics training.,,,A266,A654,2023-11-20,"Local govt. officers, elected or appointed-ethics training required",2025-03-05,Y,ae6739ac-e121-464f-8239-0902939bc4a5
A  ,329,AED,2024-01-09,2024-01-09,A329,R,,,,,,,,,,"Matsikoudis, Michele ",,,Authorizes board of education to establish community service credit program for high school students.,,,A279,A3667,2023-11-20,High school student-board of education establish community service credit prog.,2023-11-20,N,f9a55355-b722-46d0-a8f0-0dab1b7571f7
A  ,330,AED,2024-01-09,2024-01-09,A330,R,,,,,,,,,,"Matsikoudis, Michele ",,,Eliminates requirement for public school employees to maintain State residency.,,S633,A4667 S3055,,2023-11-20,"School employees, public-eliminate requirement to maintain State residency",2024-01-18,N,21c6daf5-6e00-44bb-9547-33aa9be1ab2d
A  ,331,AED,2024-01-09,2024-01-09,A331,R,,,,,,,,,,"Matsikoudis, Michele ",,,Establishes matching grant program in DOE for school districts to implement high-impact tutoring programs addressing learning loss due to COVID-19 pandemic.,,,A4843 S3569,,2023-11-20,High Impact Tutoring Matching Grant Program-establishes; address learning loss,2024-01-29,Y,1b347165-6b69-4cad-b85f-7e6ea8ea9bd2
A  ,332,AED,2024-01-09,2024-01-09,A332,R,,,,,,,,,,"Matsikoudis, Michele ",,,Requires State Board of Education to permit candidates awaiting teacher certification to submit affidavit to hiring school district affirming certificate requirements have been met.,,,A5008 S2594 (1R),,2023-11-20,Teacher cert.-permit to submit affidavit to hiring school affirming reqs. met,2023-11-20,N,31f1f7dc-f143-4c23-92e1-be936165af31
A  ,333,AHI,2024-01-09,2024-01-09,A333,R,,,,,,,,,,"Matsikoudis, Michele ",,,Establishes New Jersey Workforce Industry Needs Scholarship.,,S3349,A5052,,2023-11-20,Workforce Industry Needs Scholarship-establishes,2024-02-27,Y,4fdb4aa9-4adb-4852-9a9c-7b45800d0237
A  ,334,AED,2024-01-09,2024-01-09,A334,R,,,,,,,,,,"Swift, Claire S.",,,Requires public school with any of grades 9 through 12 to discuss with students and parents employment opportunities as skilled laborer or through military enlistment or in agriculture.,,,A268,A1570 S2222,2023-11-20,Employment opportunities-public school discuss w/grades 9 thru 12 students,2024-02-22,N,e7cfe6bb-f059-4b3c-82f2-80cbfba78030
A  ,335,AEN,2024-01-09,2024-01-09,A335,R,,,,,,,,,,"Swift, Claire S.",,,Eliminates shellfish license fee for veterans and active duty service members.,,S149,A4028 S556,S502,2024-01-05,"Veterans, active duty service members-eliminates shellfish license fee",2024-01-29,Y,8e67690e-50ce-4143-8cce-dc9c54c8c7b6
A  ,336,ACW,2024-01-09,2024-01-09,A336,R,,,,,,,,,,"Swift, Claire S.",,,Establishes New Jersey Child Tax Credit program to benefit certain low-income households.,,,A4257,,2024-01-05,Child Tax Credit program-establishes to benefit certain low-income households,2024-01-30,Y,dc334601-b2c6-4f31-b9a5-18e5334520be
